t,cmd_ts,cmd_age_ms,cmd_fresh,ramping,target_0,target_1,target_2,target_3,target_4,target_5,target_6,applied_0,applied_1,applied_2,applied_3,applied_4,applied_5,applied_6,meas_0,meas_1,meas_2,meas_3,meas_4,meas_5,meas_gripper,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,eff_0,eff_1,eff_2,eff_3,eff_4,eff_5
1787275152.837574,1787275152.835889,1.685,1,1,-0.006001,0.406762,0.339825,0.057515,-0.010364,-0.019089,1.000000,-0.006273,0.407191,0.291637,0.279772,-0.010835,-0.019959,0.997545,-0.006676,0.415999,0.285916,0.253872,-0.011254,-0.020790,0.997279,-0.007326,0.095238,-0.163614,-0.241758,-0.007326,-0.036630,-0.006838,1.784615,7.063248,2.244200,-0.021978,-0.012210
1787275152.842574,1787275152.841015,1.559,1,1,-0.006044,0.406830,0.329573,0.067767,-0.010438,-0.019226,1.000000,-0.006275,0.407195,0.291024,0.279758,-0.010839,-0.019966,0.997554,-0.006676,0.416762,0.284771,0.251202,-0.011254,-0.020790,0.997279,0.002442,0.129426,-0.148962,-0.329670,-0.007326,0.007326,-0.006838,1.634188,7.035897,2.239316,-0.017094,-0.007326
1787275152.847576,1787275152.846384,1.192,1,1,-0.006082,0.406890,0.318841,0.078499,-0.010504,-0.019348,1.000000,-0.006277,0.407198,0.290305,0.279851,-0.010843,-0.019973,0.997563,-0.006676,0.416762,0.284771,0.251202,-0.011254,-0.020790,0.997279,0.002442,0.129426,-0.148962,-0.329670,-0.007326,0.007326,-0.006838,1.634188,7.035897,2.239316,-0.017094,-0.007326
1787275152.852575,1787275152.850261,2.314,1,1,-0.006106,0.406928,0.311082,0.086258,-0.010546,-0.019426,1.000000,-0.006279,0.407200,0.289762,0.279768,-0.010845,-0.019977,0.997571,-0.006676,0.418669,0.282864,0.248913,-0.011254,-0.020790,0.997279,-0.007326,0.139194,-0.173382,-0.212454,-0.007326,0.007326,-0.020513,1.401709,7.213675,2.283272,-0.012210,-0.007326
1787275152.857575,1787275152.855260,2.315,1,1,-0.006133,0.406971,0.301086,0.096254,-0.010593,-0.019512,1.000000,-0.006280,0.407203,0.288973,0.279931,-0.010848,-0.019983,0.997580,-0.006676,0.418669,0.282864,0.248913,-0.011254,-0.020790,0.997279,-0.007326,0.139194,-0.173382,-0.212454,-0.007326,0.007326,-0.020513,1.401709,7.213675,2.283272,-0.012210,-0.007326
1787275152.862575,1787275152.860284,2.291,1,1,-0.006156,0.407007,0.293349,0.106301,-0.010633,-0.019586,1.000000,-0.006282,0.407206,0.288321,0.280165,-0.010851,-0.019988,0.997589,-0.006676,0.419051,0.282101,0.247768,-0.011254,-0.020790,0.997279,-0.002442,0.134310,-0.173382,-0.315018,-0.007326,0.007326,-0.020513,1.388034,7.254701,2.327228,-0.012210,-0.012210
1787275152.867575,1787275152.865260,2.316,1,1,-0.006176,0.407038,0.292563,0.116254,-0.010667,-0.019648,1.000000,-0.006283,0.407208,0.288266,0.280457,-0.010853,-0.019992,0.997598,-0.006676,0.419814,0.280957,0.247005,-0.011254,-0.020790,0.997279,-0.002442,0.085470,-0.163614,-0.109890,-0.007326,-0.007326,-0.020513,1.511111,7.241026,2.336996,-0.012210,-0.012210
1787275152.872575,1787275152.870260,2.316,1,1,-0.006193,0.407065,0.291886,0.126253,-0.010696,-0.019703,1.000000,-0.006285,0.407210,0.288216,0.280820,-0.010855,-0.019996,0.997607,-0.006676,0.419814,0.280194,0.246624,-0.011254,-0.020790,0.997279,-0.002442,0.080586,-0.163614,-0.095238,-0.021978,-0.021978,-0.006838,1.442735,7.254701,2.297924,-0.012210,-0.007326
1787275152.877574,1787275152.875293,2.281,1,1,-0.006207,0.407088,0.291302,0.136320,-0.010722,-0.019749,1.000000,-0.006286,0.407211,0.288171,0.281256,-0.010857,-0.020000,0.997616,-0.006676,0.420577,0.279049,0.245861,-0.011254,-0.020790,0.997279,-0.007326,0.080586,-0.148962,-0.109890,-0.007326,-0.036630,0.006838,1.401709,7.254701,2.273504,-0.012210,-0.012210
1787275152.882574,1787275152.880361,2.213,1,1,-0.006220,0.407108,0.290799,0.146456,-0.010743,-0.019789,1.000000,-0.006287,0.407213,0.288131,0.281767,-0.010859,-0.020003,0.997624,-0.006676,0.420958,0.278668,0.245861,-0.011254,-0.020790,0.997279,-0.002442,0.105006,-0.168498,-0.051282,-0.021978,-0.007326,0.006838,1.305983,7.323077,2.253968,-0.012210,-0.007326
1787275152.887574,1787275152.885462,2.112,1,1,-0.006231,0.407125,0.290367,0.156658,-0.010762,-0.019824,1.000000,-0.006288,0.407214,0.288095,0.282352,-0.010860,-0.020006,0.997633,-0.006676,0.421721,0.277523,0.245480,-0.011254,-0.020790,0.997279,-0.002442,0.105006,-0.129426,-0.051282,0.007326,0.007326,-0.006838,1.264957,7.268376,2.219780,-0.012210,-0.012210
1787275152.892576,1787275152.890430,2.146,1,1,-0.006240,0.407139,0.290006,0.166591,-0.010778,-0.019853,1.000000,-0.006288,0.407216,0.288063,0.282975,-0.010862,-0.020008,0.997642,-0.006676,0.421721,0.277523,0.245480,-0.011254,-0.020790,0.997279,-0.002442,0.105006,-0.129426,-0.051282,0.007326,0.007326,-0.006838,1.264957,7.268376,2.219780,-0.012210,-0.012210
1787275152.897574,1787275152.895636,1.938,1,1,-0.006248,0.407152,0.289683,0.177009,-0.010792,-0.019879,1.000000,-0.006289,0.407217,0.288034,0.283720,-0.010863,-0.020011,0.997651,-0.006676,0.422103,0.277142,0.245480,-0.011254,-0.020790,0.997279,0.002442,0.109890,-0.134310,-0.036630,-0.007326,-0.007326,-0.006838,1.223932,7.323077,2.219780,-0.017094,-0.012210
1787275152.902574,1787275152.900262,2.312,1,1,-0.006254,0.407161,0.289434,0.186257,-0.010802,-0.019899,1.000000,-0.006290,0.407218,0.288011,0.284398,-0.010864,-0.020012,0.997660,-0.006676,0.423247,0.275998,0.245098,-0.011254,-0.020790,0.997279,-0.002442,0.129426,-0.148962,-0.051282,0.007326,-0.007326,-0.006838,1.073504,7.432479,2.263736,-0.017094,-0.007326
1787275152.907575,1787275152.905261,2.315,1,1,-0.006260,0.407170,0.289204,0.196256,-0.010812,-0.019917,1.000000,-0.006290,0.407219,0.287989,0.285228,-0.010865,-0.020014,0.997669,-0.006676,0.423629,0.275616,0.245098,-0.011254,-0.020790,0.997279,-0.002442,0.124542,-0.134310,-0.065934,-0.007326,-0.021978,-0.006838,1.018803,7.418803,2.288156,-0.017094,-0.012210
1787275152.912575,1787275152.910260,2.315,1,1,-0.006265,0.407178,0.289007,0.206255,-0.010821,-0.019933,1.000000,-0.006291,0.407219,0.287969,0.286124,-0.010866,-0.020016,0.997677,-0.006676,0.424392,0.274472,0.244717,-0.011254,-0.020790,0.997279,-0.002442,0.105006,-0.148962,-0.036630,-0.007326,-0.007326,-0.006838,0.991453,7.528205,2.356532,-0.017094,-0.012210
1787275152.917578,1787275152.915263,2.315,1,1,-0.006269,0.407185,0.288838,0.216260,-0.010828,-0.019946,1.000000,-0.006291,0.407220,0.287952,0.287087,-0.010867,-0.020017,0.997686,-0.006676,0.424773,0.274090,0.244717,-0.011254,-0.020790,0.997279,-0.007326,0.109890,-0.109890,-0.051282,-0.007326,-0.007326,-0.006838,0.950427,7.405128,2.380952,-0.017094,-0.012210
1787275152.922572,1787275152.920261,2.311,1,1,-0.006273,0.407191,0.288693,0.226257,-0.010835,-0.019958,1.000000,-0.006292,0.407221,0.287936,0.288117,-0.010867,-0.020018,0.997695,-0.006676,0.425536,0.273327,0.243954,-0.011254,-0.020790,0.997279,-0.002442,0.109890,-0.090354,-0.080586,-0.007326,-0.007326,-0.006838,0.868376,7.377778,2.454212,-0.012210,-0.007326
1787275152.927572,1787275152.925261,2.311,1,1,-0.006276,0.407196,0.288569,0.236256,-0.010840,-0.019968,1.000000,-0.006292,0.407221,0.287923,0.289213,-0.010868,-0.020020,0.997704,-0.006676,0.425917,0.273327,0.243572,-0.011254,-0.020790,0.997279,-0.007326,0.100122,-0.085470,-0.065934,-0.007326,-0.007326,-0.006838,0.923077,7.405128,2.493284,-0.012210,-0.007326
1787275152.932571,1787275152.930304,2.268,1,1,-0.006278,0.407200,0.288461,0.246343,-0.010845,-0.019976,1.000000,-0.006292,0.407222,0.287911,0.290388,-0.010868,-0.020020,0.997713,-0.006676,0.426680,0.272564,0.243572,-0.011254,-0.020790,0.997279,-0.002442,0.095238,-0.095238,-0.036630,-0.007326,0.007326,-0.006838,0.868376,7.459829,2.542125,-0.017094,-0.007326
1787275152.937571,1787275152.935338,2.233,1,1,-0.006281,0.407203,0.288370,0.256416,-0.010849,-0.019984,1.000000,-0.006292,0.407222,0.287900,0.291628,-0.010869,-0.020021,0.997722,-0.006676,0.426680,0.272564,0.243572,-0.011254,-0.020790,0.997279,-0.002442,0.095238,-0.095238,-0.036630,-0.007326,0.007326,-0.006838,0.868376,7.459829,2.542125,-0.017094,-0.007326
1787275152.942573,1787275152.941692,0.881,1,1,-0.006283,0.407207,0.288274,0.269121,-0.010853,-0.019991,1.000000,-0.006293,0.407223,0.287888,0.293313,-0.010869,-0.020022,0.997730,-0.006676,0.427825,0.271801,0.243572,-0.011254,-0.020790,0.997279,0.002442,0.095238,-0.080586,-0.007326,-0.007326,-0.021978,-0.020513,0.786325,7.446154,2.595849,-0.012210,-0.012210
1787275152.947575,1787275152.945262,2.314,1,1,-0.006284,0.407209,0.288226,0.276259,-0.010855,-0.019995,1.000000,-0.006293,0.407223,0.287882,0.294265,-0.010870,-0.020023,0.997739,-0.006676,0.427825,0.271801,0.243572,-0.011254,-0.020790,0.997279,0.002442,0.095238,-0.080586,-0.007326,-0.007326,-0.021978,-0.020513,0.786325,7.446154,2.595849,-0.012210,-0.012210
1787275152.952574,1787275152.950263,2.311,1,1,-0.006286,0.407211,0.288169,0.286266,-0.010857,-0.020000,1.000000,-0.006293,0.407223,0.287875,0.295696,-0.010870,-0.020023,0.997748,-0.006676,0.427825,0.271420,0.243954,-0.011254,-0.020790,0.997279,-0.007326,0.065934,-0.061050,-0.007326,-0.007326,-0.021978,-0.020513,0.895726,7.405128,2.620269,-0.012210,-0.007326
1787275152.957573,1787275152.955258,2.316,1,1,-0.006287,0.407213,0.288119,0.296249,-0.010859,-0.020004,1.000000,-0.006293,0.407223,0.287869,0.297190,-0.010870,-0.020024,0.997757,-0.006676,0.427825,0.271038,0.243954,-0.011254,-0.020790,0.997279,-0.002442,0.021978,-0.065934,0.021978,-0.007326,-0.021978,-0.020513,0.991453,7.500855,2.673993,-0.012210,-0.007326
1787275152.962572,1787275152.960258,2.314,1,1,-0.006288,0.407215,0.288077,0.296916,-0.010861,-0.020007,1.000000,-0.006293,0.407224,0.287863,0.297291,-0.010870,-0.020024,0.997766,-0.006676,0.428206,0.270657,0.244335,-0.011254,-0.020790,0.997279,-0.002442,0.021978,-0.075702,0.051282,0.007326,0.021978,-0.020513,0.977778,7.541880,2.688645,-0.012210,-0.007326
1787275152.967572,1787275152.965259,2.313,1,1,-0.006289,0.407216,0.288041,0.296979,-0.010863,-0.020010,1.000000,-0.006293,0.407224,0.287858,0.297299,-0.010871,-0.020025,0.997775,-0.006676,0.428588,0.270657,0.244717,-0.011254,-0.020790,0.997279,0.002442,0.036630,-0.046398,0.051282,-0.007326,0.007326,-0.020513,0.964103,7.473504,2.717949,-0.012210,-0.012210
1787275152.972573,1787275152.970258,2.315,1,1,-0.006290,0.407218,0.288010,0.297034,-0.010864,-0.020012,1.000000,-0.006294,0.407224,0.287854,0.297307,-0.010871,-0.020025,0.997783,-0.006676,0.428588,0.270275,0.245098,-0.011254,-0.020790,0.997279,-0.002442,0.021978,-0.041514,0.080586,-0.021978,-0.036630,-0.020513,1.046154,7.487179,2.732601,-0.012210,-0.007326
1787275152.977573,1787275152.975259,2.315,1,1,-0.006290,0.407219,0.287983,0.297080,-0.010865,-0.020015,1.000000,-0.006294,0.407224,0.287850,0.297314,-0.010871,-0.020025,0.997792,-0.006676,0.428588,0.269894,0.245861,-0.011254,-0.020790,0.997279,-0.002442,0.002442,-0.056166,0.095238,0.007326,-0.021978,-0.006838,1.073504,7.446154,2.703297,-0.012210,-0.007326
1787275152.982577,1787275152.980258,2.319,1,1,-0.006291,0.407219,0.287960,0.297120,-0.010866,-0.020016,1.000000,-0.006294,0.407224,0.287847,0.297319,-0.010871,-0.020026,0.997801,-0.006676,0.428588,0.269894,0.245861,-0.011254,-0.020790,0.997279,-0.002442,0.002442,-0.056166,0.095238,0.007326,-0.021978,-0.006838,1.073504,7.446154,2.703297,-0.012210,-0.007326
1787275152.987574,1787275152.985259,2.315,1,1,-0.006291,0.407220,0.287941,0.297155,-0.010867,-0.020018,1.000000,-0.006294,0.407224,0.287844,0.297325,-0.010871,-0.020026,0.997810,-0.006676,0.428588,0.269894,0.247387,-0.011254,-0.020790,0.997279,-0.002442,-0.002442,-0.012210,0.124542,-0.007326,-0.021978,-0.006838,1.114530,7.364103,2.595849,-0.012210,-0.012210
1787275152.992574,1787275152.990258,2.316,1,1,-0.006292,0.407221,0.287924,0.297184,-0.010868,-0.020019,1.000000,-0.006294,0.407224,0.287841,0.297329,-0.010871,-0.020026,0.997819,-0.006676,0.428588,0.269894,0.247387,-0.011254,-0.020790,0.997279,-0.002442,-0.002442,-0.012210,0.124542,-0.007326,-0.021978,-0.006838,1.114530,7.364103,2.595849,-0.012210,-0.012210
1787275152.997573,1787275152.995259,2.315,1,1,-0.006292,0.407221,0.287909,0.297209,-0.010868,-0.020021,1.000000,-0.006294,0.407224,0.287839,0.297333,-0.010871,-0.020026,0.997828,-0.006676,0.428206,0.269894,0.247387,-0.011254,-0.020790,0.997279,-0.002442,-0.012210,-0.007326,0.080586,-0.021978,-0.007326,-0.006838,1.141880,7.350427,2.586081,-0.012210,-0.007326
1787275153.002572,1787275153.000258,2.314,1,1,-0.006293,0.407222,0.287897,0.297231,-0.010869,-0.020021,1.000000,-0.006294,0.407225,0.287837,0.297336,-0.010871,-0.020026,0.997836,-0.006676,0.428206,0.269894,0.247768,-0.011254,-0.020790,0.997279,-0.002442,-0.007326,-0.007326,0.051282,-0.007326,-0.007326,-0.006838,1.141880,7.309402,2.610501,-0.017094,-0.007326
1787275153.007572,1787275153.005257,2.315,1,1,-0.006293,0.407222,0.287887,0.297249,-0.010869,-0.020022,1.000000,-0.006294,0.407225,0.287835,0.297339,-0.010872,-0.020027,0.997845,-0.006676,0.428206,0.269894,0.248150,-0.011254,-0.020790,0.997279,-0.002442,-0.007326,-0.007326,0.051282,0.007326,-0.007326,-0.006838,1.141880,7.309402,2.620269,-0.017094,-0.012210
1787275153.012573,1787275153.010257,2.315,1,1,-0.006293,0.407223,0.287878,0.297265,-0.010870,-0.020023,1.000000,-0.006294,0.407225,0.287834,0.297342,-0.010872,-0.020027,0.997854,-0.006676,0.428206,0.269894,0.248531,-0.011254,-0.020790,0.997279,-0.007326,-0.002442,-0.002442,0.051282,-0.021978,-0.007326,0.006838,1.141880,7.295726,2.620269,-0.012210,-0.012210
1787275153.017574,1787275153.015259,2.315,1,1,-0.006293,0.407223,0.287870,0.297279,-0.010870,-0.020024,1.000000,-0.006294,0.407225,0.287832,0.297344,-0.010872,-0.020027,0.997863,-0.006676,0.428206,0.269894,0.248913,-0.011254,-0.020790,0.997279,-0.002442,-0.002442,-0.002442,0.080586,-0.007326,-0.007326,-0.006838,1.141880,7.282051,2.595849,-0.012210,-0.012210
1787275153.022572,1787275153.020259,2.313,1,1,-0.006293,0.407223,0.287863,0.297290,-0.010870,-0.020024,1.000000,-0.006294,0.407225,0.287831,0.297346,-0.010872,-0.020027,0.997872,-0.006676,0.428206,0.269894,0.250439,-0.011254,-0.020790,0.997279,-0.002442,-0.007326,0.002442,0.168498,-0.007326,-0.021978,-0.006838,1.155556,7.282051,2.498168,-0.017094,-0.012210
1787275153.027573,1787275153.025383,2.191,1,1,-0.006294,0.407224,0.287857,0.297300,-0.010871,-0.020025,1.000000,-0.006294,0.407225,0.287830,0.297348,-0.010872,-0.020027,0.997881,-0.006676,0.428206,0.269894,0.250439,-0.011254,-0.020790,0.997279,-0.002442,-0.007326,0.002442,0.168498,-0.007326,-0.021978,-0.006838,1.155556,7.282051,2.498168,-0.017094,-0.012210
1787275153.032572,1787275153.030293,2.279,1,1,-0.006294,0.407224,0.287852,0.297309,-0.010871,-0.020025,1.000000,-0.006294,0.407225,0.287829,0.297350,-0.010872,-0.020027,0.997889,-0.006676,0.428206,0.269894,0.252346,-0.011254,-0.020790,0.997279,-0.007326,-0.002442,-0.007326,0.139194,-0.021978,0.007326,-0.006838,1.141880,7.282051,2.336996,-0.017094,-0.007326
1787275153.037571,1787275153.035413,2.159,1,1,-0.006294,0.407224,0.287848,0.297316,-0.010871,-0.020025,1.000000,-0.006294,0.407225,0.287828,0.297351,-0.010872,-0.020027,0.997898,-0.006676,0.428206,0.269894,0.252346,-0.011254,-0.020790,0.997279,-0.007326,-0.002442,-0.007326,0.139194,-0.021978,0.007326,-0.006838,1.141880,7.282051,2.336996,-0.017094,-0.007326
1787275153.042572,1787275153.040500,2.072,1,1,-0.006294,0.407224,0.287845,0.297323,-0.010871,-0.020026,1.000000,-0.006294,0.407225,0.287828,0.297352,-0.010872,-0.020027,0.997907,-0.006676,0.428206,0.269894,0.252728,-0.011254,-0.020790,0.997279,-0.007326,-0.002442,-0.002442,0.124542,-0.007326,-0.007326,-0.006838,1.141880,7.295726,2.332112,-0.017094,-0.007326
1787275153.047575,1787275153.045305,2.270,1,1,-0.006294,0.407224,0.287842,0.297328,-0.010871,-0.020026,1.000000,-0.006294,0.407225,0.287827,0.297353,-0.010872,-0.020027,0.997916,-0.006676,0.428206,0.269894,0.253872,-0.011254,-0.020790,0.997279,-0.002442,-0.002442,-0.002442,0.124542,0.007326,-0.007326,0.006838,1.141880,7.295726,2.317460,-0.012210,-0.007326
