t,cmd_ts,cmd_age_ms,cmd_fresh,ramping,target_0,target_1,target_2,target_3,target_4,target_5,target_6,applied_0,applied_1,applied_2,applied_3,applied_4,applied_5,applied_6,meas_0,meas_1,meas_2,meas_3,meas_4,meas_5,meas_gripper,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,eff_0,eff_1,eff_2,eff_3,eff_4,eff_5
1787275027.697899,1787275027.696738,1.160,1,1,0.002479,0.418158,0.296142,0.299760,-0.001717,-0.007457,1.000000,0.002480,0.416564,0.295866,0.305133,-0.001717,-0.007783,0.995528,0.002480,0.430495,0.283627,0.267605,-0.002098,-0.008202,0.994870,-0.007326,0.095238,-0.105006,-0.036630,-0.007326,-0.007326,-0.075214,1.264957,7.254701,2.356532,-0.031746,-0.012210
1787275027.702899,1787275027.701904,0.995,1,1,0.002479,0.418177,0.296153,0.299744,-0.001717,-0.007454,1.000000,0.002480,0.416572,0.295868,0.305112,-0.001717,-0.007781,0.995544,0.002480,0.431258,0.282864,0.267605,-0.002098,-0.008202,0.994870,-0.002442,0.105006,-0.105006,-0.021978,-0.007326,-0.007326,-0.075214,1.169231,7.309402,2.297924,-0.026862,-0.007326
1787275027.707899,1787275027.706321,1.578,1,1,0.002479,0.418192,0.296161,0.299732,-0.001717,-0.007452,1.000000,0.002480,0.416580,0.295870,0.305090,-0.001717,-0.007780,0.995561,0.002480,0.432021,0.282864,0.267224,-0.002098,-0.008202,0.994870,-0.002442,0.109890,-0.070818,-0.021978,-0.007326,-0.007326,-0.075214,1.128205,7.268376,2.293040,-0.026862,-0.012210
1787275027.712898,1787275027.711349,1.548,1,1,0.002479,0.418205,0.296169,0.299720,-0.001717,-0.007450,1.000000,0.002480,0.416587,0.295872,0.305069,-0.001717,-0.007778,0.995578,0.002480,0.432403,0.282483,0.267224,-0.002098,-0.008202,0.994870,-0.002442,0.139194,-0.070818,-0.036630,-0.007326,-0.007326,-0.088889,1.046154,7.268376,2.293040,-0.026862,-0.012210
1787275027.717898,1787275027.716429,1.469,1,1,0.002479,0.418217,0.296175,0.299710,-0.001717,-0.007449,1.000000,0.002480,0.416595,0.295874,0.305048,-0.001717,-0.007777,0.995594,0.002480,0.433547,0.281720,0.266842,-0.002098,-0.008202,0.994870,0.002442,0.153846,-0.075702,-0.065934,-0.007326,-0.007326,-0.088889,0.868376,7.227350,2.322344,-0.031746,-0.012210
1787275027.722898,1787275027.722043,0.856,1,1,0.002479,0.418228,0.296182,0.299700,-0.001717,-0.007447,1.000000,0.002480,0.416602,0.295876,0.305026,-0.001717,-0.007775,0.995611,0.002480,0.434310,0.281338,0.266461,-0.002098,-0.008202,0.994870,-0.007326,0.158730,-0.080586,-0.051282,-0.007326,-0.007326,-0.088889,0.772650,7.295726,2.336996,-0.031746,-0.012210
1787275027.727898,1787275027.726686,1.212,1,1,0.002479,0.418236,0.296186,0.299693,-0.001717,-0.007446,1.000000,0.002480,0.416609,0.295878,0.305005,-0.001717,-0.007774,0.995628,0.002480,0.435454,0.280957,0.266461,-0.002098,-0.008202,0.994870,0.002442,0.153846,-0.070818,-0.036630,-0.007326,-0.007326,-0.075214,0.676923,7.336752,2.336996,-0.031746,-0.012210
1787275027.732898,1787275027.731184,1.715,1,1,0.002479,0.418243,0.296190,0.299687,-0.001717,-0.007445,1.000000,0.002480,0.416616,0.295879,0.304984,-0.001717,-0.007773,0.995644,0.002480,0.435836,0.280957,0.266461,-0.002098,-0.008202,0.994870,0.002442,0.139194,-0.061050,-0.036630,-0.021978,-0.007326,-0.088889,0.690598,7.336752,2.332112,-0.031746,-0.017094
1787275027.737900,1787275027.736064,1.836,1,1,0.002479,0.418249,0.296194,0.299682,-0.001717,-0.007444,1.000000,0.002480,0.416624,0.295881,0.304963,-0.001717,-0.007771,0.995661,0.002480,0.436217,0.280575,0.266079,-0.002098,-0.008202,0.994870,-0.007326,0.119658,-0.061050,-0.021978,-0.007326,-0.021978,-0.088889,0.704274,7.350427,2.332112,-0.026862,-0.017094
1787275027.742910,1787275027.741111,1.800,1,1,0.002479,0.418255,0.296197,0.299677,-0.001717,-0.007443,1.000000,0.002480,0.416630,0.295883,0.304943,-0.001717,-0.007770,0.995678,0.002480,0.436980,0.280194,0.266079,-0.001717,-0.008202,0.994870,-0.002442,0.075702,-0.061050,-0.021978,0.007326,-0.007326,-0.088889,0.772650,7.282051,2.327228,-0.031746,-0.007326
